,id,gps2id,start,duraion
4988,1319,1625,11,4
4989,1319,1624,18,3
4990,1319,1672,22,1
4991,1320,1544,0,1
4992,1320,1593,4,6
4993,1320,1595,13,4
4994,1320,1595,19,3
4995,1320,1545,23,3
4996,1321,1625,0,3
4997,1321,590,5,4
4998,1321,640,12,7
4999,1321,590,20,3
5000,1322,1496,0,5
5001,1322,1496,6,6
5002,1322,1495,14,6
5003,1322,1496,21,3
5004,1323,1496,3,1
5005,1323,1038,7,6
5006,1323,1344,16,4
5007,1323,1345,21,2
5008,1324,656,0,5
5009,1324,704,7,4
5010,1324,656,12,5
5011,1324,705,19,2
5012,1324,656,22,1
5013,1325,1495,0,9
5014,1325,1546,12,3
5015,1325,1495,18,3
5016,1325,1445,22,2
5017,1326,905,1,1
5018,1326,855,5,7
5019,1326,904,15,4
5020,1326,1007,20,3
5021,1327,1546,0,7
5022,1327,994,10,5
5023,1327,993,18,3
5024,1327,994,22,2
5025,1328,1546,0,13
5026,1328,1496,16,2
5027,1328,1546,21,2
5028,1329,1496,0,7
5029,1329,934,10,3
5030,1329,1397,16,12
5031,1330,804,0,9
5032,1330,904,12,3
5033,1330,804,18,6
5034,1331,1443,0,6
5035,1331,1494,9,6
5036,1331,1443,18,5
5037,1332,1344,0,9
5038,1332,1345,12,3
5039,1332,1344,18,5
5040,1333,1546,6,4
5041,1333,1546,12,4
5042,1333,1344,19,2
5043,1333,1345,22,1
5044,1334,1108,0,9
5045,1334,1109,12,3
5046,1334,1108,18,3
5047,1334,1210,22,2
5048,1335,1548,0,9
5049,1335,1346,12,3
5050,1335,1445,17,5
5051,1335,1495,23,3
5052,1336,904,0,12
5053,1336,804,15,3
5054,1336,805,19,3
5055,1336,804,23,5
5056,1337,804,1,11
5057,1337,805,15,2
5058,1337,804,19,3
5059,1337,854,23,2
5060,1338,1497,5,4
5061,1338,1496,12,4
5062,1338,1497,19,4
5063,1339,1518,0,7
5064,1339,1569,10,3
5065,1339,1567,16,11
5066,1340,1496,0,13
5067,1340,1344,16,3
5068,1340,1836,20,3
5069,1341,805,0,13
5070,1341,705,16,2
5071,1341,806,19,4
5072,1342,1496,0,8
5073,1342,1546,11,4
5074,1342,1496,18,7
5075,1343,804,0,8
5076,1343,706,11,2
5077,1343,855,16,6
5078,1343,806,23,3
5079,1344,1496,0,1
5080,1344,1394,4,8
5081,1344,1446,15,6
5082,1344,1495,22,1
5083,1345,805,0,9
5084,1345,956,12,3
5085,1345,957,16,5
5086,1345,804,22,1
5087,1346,1396,0,6
5088,1346,1446,9,4
5089,1346,1396,15,5
5090,1346,1446,21,2
5091,1347,1547,2,4
5092,1347,1548,9,4
5093,1347,1547,16,4
5094,1347,1496,21,3
5095,1348,1781,0,7
5096,1348,1730,10,4
5097,1348,1781,17,8
5098,1349,611,1,6
5099,1349,994,10,4
5100,1349,482,17,6
5101,1350,1393,0,1
5102,1350,1345,4,8
5103,1350,1446,15,8
5104,1351,1394,0,5
5105,1351,1344,7,6
5106,1351,1495,16,5
5107,1351,1446,22,1
5108,1352,1497,0,6
5109,1352,1545,9,5
5110,1352,1497,17,5
5111,1352,1496,23,5
5112,1353,1695,8,1
5113,1353,1497,12,4
5114,1353,1496,19,4
5115,1354,1446,1,5
5116,1354,1496,9,4
5117,1354,1446,15,7
5118,1354,1497,23,3
5119,1355,1495,0,12
5120,1355,1496,14,3
5121,1355,1495,18,4
5122,1355,1446,23,6
5123,1356,1394,0,1
5124,1356,1344,4,6
5125,1356,1394,13,5
5126,1356,1344,20,3
5127,1357,805,1,9
5128,1357,756,13,3
5129,1357,755,19,3
5130,1357,806,23,3
5131,1358,1496,0,17
5132,1358,1446,18,2
5133,1358,1496,21,3
5134,1359,1497,0,15
5135,1359,1496,18,2
5136,1359,1497,22,1
5137,1360,806,1,3
5138,1360,855,6,5
5139,1360,905,14,3
5140,1360,855,20,2
5141,1360,904,23,4
5142,1361,907,0,13
5143,1361,705,14,3
5144,1361,656,20,2
5145,1361,805,23,2
5146,1362,1546,0,7
5147,1362,1446,10,4
5148,1362,1497,17,3
5149,1362,1547,22,2
5150,1363,805,1,6
5151,1363,656,10,4
5152,1363,805,17,4
5153,1363,804,22,1
5154,1364,905,0,3
5155,1364,1578,6,5
5156,1364,1346,12,3
5157,1364,1446,18,4
5158,1364,1495,23,4
5159,1365,1294,0,6
5160,1365,1344,8,4
5161,1365,1294,14,3
5162,1365,1344,18,5
5163,1366,427,0,2
5164,1366,376,5,4
5165,1366,427,12,7
5166,1366,376,20,2
5167,1366,427,23,3
5168,1367,804,1,6
5169,1367,805,10,5
5170,1367,804,18,3
5171,1367,806,22,1
5172,1368,1496,3,7
5173,1368,1329,13,3
5174,1368,1496,19,3
5175,1368,1281,23,3
5176,1369,1495,0,11
5177,1369,1239,14,3
5178,1369,1347,20,2
5179,1369,1446,23,3
5180,1370,1544,1,1
5181,1370,1544,3,5
5182,1370,1545,11,5
5183,1370,1544,19,3
5184,1370,1545,23,2
5185,1371,1496,0,8
5186,1371,1396,11,4
5187,1371,1447,18,5
5188,1372,1446,2,3
5189,1372,1496,8,7
5190,1372,1446,18,4
5191,1372,1496,23,2
5192,1373,856,0,6
5193,1373,804,9,4
5194,1373,755,16,4
5195,1373,804,21,2
5196,1374,1073,0,9
5197,1374,1496,11,4
5198,1374,1885,18,4
5199,1374,1836,23,3
5200,1375,1241,0,5
5201,1375,1344,8,5
5202,1375,1294,16,5
5203,1375,1344,22,2
5204,1376,1496,0,11
5205,1376,1497,14,3
5206,1376,1496,20,5
5207,1377,804,0,7
5208,1377,1730,10,3
5209,1377,1497,15,7
5210,1377,1547,23,4
5211,1378,1496,5,8
5212,1378,1497,16,3
5213,1378,1496,22,2
5214,1379,1397,7,3
5215,1379,1397,12,4
5216,1379,1447,18,3
5217,1379,1345,22,1
5218,1380,1836,0,1
5219,1380,1211,4,2
5220,1380,507,9,7
5221,1380,755,18,4
5222,1380,705,23,3
5223,1381,1496,0,8
5224,1381,1685,10,3
5225,1381,1635,15,6
5226,1381,1680,22,2
5227,1382,854,0,11
5228,1382,705,13,3
5229,1382,555,17,4
5230,1382,656,22,1
5231,1383,804,0,2
5232,1383,905,3,5
5233,1383,804,11,9
5234,1383,904,21,1
5235,1383,805,23,5
5236,1384,953,0,6
5237,1384,905,9,3
5238,1384,855,15,5
5239,1384,1108,21,2
5240,1385,1495,0,11
5241,1385,1497,14,3
5242,1385,1495,20,3
5243,1386,1496,0,2
5244,1386,1447,5,6
5245,1386,1496,14,6
5246,1386,1546,22,1
5247,1387,1782,0,14
5248,1387,1782,15,2
5249,1387,1730,20,3
5250,1388,1345,0,1
5251,1388,1344,4,7
5252,1388,1345,14,6
5253,1388,1344,21,2
5254,1389,1193,0,13
5255,1389,805,16,3
5256,1389,804,21,2
5257,1390,1495,7,7
5258,1390,1496,15,3
5259,1390,1495,19,3
5260,1390,1596,22,1
5261,1391,403,1,2
5262,1391,903,4,10
5263,1391,804,15,3
5264,1391,805,20,2
5265,1391,804,23,2
5266,1392,1446,3,3
5267,1392,1496,9,7
5268,1392,1446,19,4
5269,1393,804,0,8
5270,1393,1006,11,3
5271,1393,804,17,4
5272,1393,805,22,2
5273,1394,1497,0,10
5274,1394,1447,13,3
5275,1394,1497,19,3
5276,1394,1496,23,4
5277,1395,1495,0,7
5278,1395,1496,10,5
5279,1395,1495,17,3
5280,1395,1397,23,4
5281,1396,1547,0,5
5282,1396,1548,8,4
5283,1396,1547,14,4
5284,1396,1595,20,2
5285,1396,1496,23,3
5286,1397,1496,1,15
5287,1397,1446,18,2
5288,1397,1496,21,2
5289,1398,1496,0,14
5290,1398,1546,17,3
5291,1398,1447,21,2
5292,1399,1396,0,14
5293,1399,1446,17,2
5294,1399,1445,22,2
5295,1400,1496,0,15
5296,1400,1497,18,2
5297,1400,1496,22,3
5298,1401,1445,0,15
5299,1401,1496,18,3
5300,1401,1497,22,2
5301,1402,1497,0,2
5302,1402,1496,5,8
5303,1402,1497,16,7
5304,1403,1345,0,5
5305,1403,1344,8,7
5306,1403,1345,18,5
5307,1404,806,0,7
5308,1404,855,9,5
5309,1404,556,16,3
5310,1404,656,20,2
5311,1404,1495,23,5
5312,1405,1497,1,4
5313,1405,1447,8,5
5314,1405,1497,16,5
5315,1405,1447,22,2
5316,1406,1362,2,2
5317,1406,1363,7,3
5318,1406,1311,11,3
5319,1406,1363,16,4
5320,1406,1311,21,3
5321,1407,1495,2,5
5322,1407,1496,9,4
5323,1407,1495,15,3
5324,1407,1445,21,4
5325,1408,756,0,7
5326,1408,1006,10,3
5327,1408,705,16,6
5328,1408,755,23,4
5329,1409,1496,1,5
5330,1409,1446,8,4
5331,1409,1496,14,10
5332,1410,755,0,15
5333,1410,705,18,2
5334,1410,755,21,2
5335,1411,1446,0,12
5336,1411,1445,15,3
5337,1411,1446,20,3
5338,1412,804,0,9
5339,1412,555,12,2
5340,1412,755,17,5
5341,1412,805,23,4
5342,1413,1496,0,6
5343,1413,1496,7,5
5344,1413,1447,15,3
5345,1413,1545,21,2
5346,1414,1496,0,7
5347,1414,1446,9,4
5348,1414,1496,15,5
5349,1414,1497,22,1
5350,1415,1546,0,8
5351,1415,1496,11,3
5352,1415,1496,16,4
5353,1415,1447,21,3
5354,1416,1496,1,5
5355,1416,1446,8,4
5356,1416,1496,14,10
5357,1417,1496,0,1
5358,1417,1496,2,12
5359,1417,1496,16,4
5360,1417,1397,22,1
5361,1418,1680,0,11
5362,1418,656,14,2
5363,1418,1694,19,3
5364,1418,378,23,3
5365,1419,1496,0,16
5366,1419,1497,19,2
5367,1419,1496,22,1
5368,1420,1546,0,6
5369,1420,1547,9,5
5370,1420,1546,17,4
5371,1420,1496,22,1
5372,1421,1345,1,4
5373,1421,1244,8,4
5374,1421,1344,15,5
5375,1421,1394,21,1
5376,1421,1344,23,3
5377,1422,1495,1,11
5378,1422,1497,15,3
5379,1422,1495,21,2
5380,1423,855,0,8
5381,1423,1497,11,4
5382,1423,1345,18,5
5383,1424,1394,1,9
5384,1424,1496,13,4
5385,1424,1496,19,3
5386,1424,1494,23,3
5387,1425,1496,0,6
5388,1425,1446,8,6
5389,1425,1496,17,6
5390,1426,1496,1,5
5391,1426,1497,9,4
5392,1426,1496,16,7
5393,1427,1397,0,8
5394,1427,1446,11,3
5395,1427,1397,17,3
5396,1427,1496,21,2
5397,1428,1546,0,5
5398,1428,1497,8,5
5399,1428,1546,15,5
5400,1428,1497,21,2
5401,1429,1544,0,9
5402,1429,1543,12,3
5403,1429,1443,18,7
5404,1430,855,0,7
5405,1430,1007,9,5
5406,1430,855,16,4
5407,1430,805,22,1
5408,1431,804,0,9
5409,1431,705,12,3
5410,1431,1497,17,3
5411,1431,1543,21,2
5412,1432,1494,0,16
5413,1432,1493,19,2
5414,1432,1494,22,2
5415,1433,1497,0,11
5416,1433,1397,14,3
5417,1433,1497,19,5
5418,1434,1496,0,15
5419,1434,1578,18,2
5420,1434,1496,21,2
5421,1435,1496,1,5
5422,1435,1344,9,4
5423,1435,1497,16,4
5424,1435,1496,22,2
5425,1436,230,0,5
5426,1436,1645,7,5
5427,1436,1644,14,8
5428,1436,564,23,3
5429,1437,1496,0,8
5430,1437,1939,11,4
5431,1437,1578,18,5
5432,1438,1545,0,9
5433,1438,1546,12,3
5434,1438,1546,17,3
5435,1438,1547,21,2
5436,1439,805,3,7
5437,1439,855,13,4
5438,1439,905,20,2
5439,1439,805,22,3
5440,1440,1497,0,14
5441,1440,1496,17,3
5442,1440,1281,21,3
5443,1441,1496,2,2
5444,1441,1497,7,6
5445,1441,1446,16,6
5446,1441,1497,23,3
5447,1442,804,0,12
5448,1442,805,14,3
5449,1442,855,20,3
5450,1443,909,0,8
5451,1443,705,11,2
5452,1443,656,14,4
5453,1443,804,19,3
5454,1443,755,23,3
5455,1444,1497,9,7
5456,1444,1595,18,2
5457,1444,1387,21,2
5458,1445,1496,0,13
5459,1445,1497,16,3
5460,1445,1496,22,2
5461,1446,1546,0,6
5462,1446,1495,9,5
5463,1446,1546,17,3
5464,1446,1496,22,2
5465,1447,705,0,14
5466,1447,755,17,2
5467,1447,705,21,2
5468,1448,1345,0,11
5469,1448,1344,14,3
5470,1448,1345,20,4
5471,1449,1191,0,12
5472,1449,1394,13,2
5473,1449,1445,16,4
5474,1449,1546,21,1
5475,1449,1496,23,4
5476,1450,1444,5,4
5477,1450,1446,12,4
5478,1450,1346,19,3
5479,1450,1496,23,7
5480,1451,805,1,9
5481,1451,755,13,3
5482,1451,804,19,3
5483,1451,755,23,3
5484,1452,1443,0,6
5485,1452,1494,9,6
5486,1452,1443,18,5
5487,1453,1488,0,7
5488,1453,1488,9,4
5489,1453,1489,16,4
5490,1453,1439,21,1
5491,1453,1490,23,1
5492,1454,377,0,16
5493,1454,427,17,2
5494,1454,328,20,2
5495,1454,378,23,2
5496,1455,1496,0,7
5497,1455,1495,10,4
5498,1455,1496,16,6
5499,1455,316,23,5
5500,1456,1496,1,13
5501,1456,1490,17,2
5502,1456,1539,22,2
5503,1457,1644,0,2
5504,1457,965,3,14
5505,1457,855,20,3
5506,1458,1446,0,8
5507,1458,1312,11,4
5508,1458,1497,17,4
5509,1458,1496,22,1
5510,1459,1542,0,6
5511,1459,1595,9,3
5512,1459,1518,15,3
5513,1459,1593,21,3
5514,1460,1496,1,14
5515,1460,1344,18,2
5516,1460,1496,22,2
5517,1461,1158,0,11
5518,1461,1496,14,3
5519,1461,1693,19,3
5520,1461,1645,23,4
5521,1462,1497,3,10
5522,1462,1447,16,4
5523,1462,1495,21,3
5524,1463,805,0,7
5525,1463,854,10,6
5526,1463,804,19,5
5527,1464,804,1,15
5528,1464,904,19,2
5529,1464,656,22,2
5530,1465,855,1,6
5531,1465,806,10,6
5532,1465,855,19,3
5533,1465,854,23,4
5534,1466,1497,0,5
5535,1466,1496,8,6
5536,1466,1446,17,4
5537,1466,1496,22,1
5538,1467,378,0,1
5539,1467,1946,4,4
5540,1467,893,11,4
5541,1467,1333,18,5
5542,1468,1546,0,9
5543,1468,1497,12,3
5544,1468,1546,18,5
5545,1469,1446,5,5
5546,1469,1397,13,3
5547,1469,1496,19,8
5548,1470,1496,0,7
5549,1470,1447,9,4
5550,1470,1496,16,5
5551,1470,1497,22,1
5552,1471,1545,0,13
5553,1471,1546,16,2
5554,1471,1545,21,4
5555,1472,1546,6,3
5556,1472,1496,12,6
5557,1472,1546,21,3
5558,1473,180,1,17
5559,1473,178,19,2
5560,1473,180,22,2
5561,1474,1885,9,7
5562,1474,640,18,2
5563,1474,1331,21,2
5564,1475,1444,0,8
5565,1475,1443,10,4
5566,1475,1444,15,10
5567,1476,1496,0,5
5568,1476,1497,8,5
5569,1476,1496,16,4
5570,1476,1497,22,3
5571,1477,378,1,1
5572,1477,692,5,8
5573,1477,591,16,3
5574,1477,692,20,3
5575,1478,1494,5,1
5576,1478,1442,9,2
5577,1478,1795,14,7
5578,1478,804,22,2
5579,1479,1546,0,15
5580,1479,1494,17,2
5581,1479,1594,22,2
5582,1480,1497,3,4
5583,1480,1496,10,5
5584,1480,1497,18,3
5585,1480,1496,22,2
5586,1481,1497,1,7
5587,1481,1496,11,5
5588,1481,1497,19,4
5589,1482,756,3,11
5590,1482,1465,17,2
5591,1482,956,20,3
5592,1483,1344,0,4
5593,1483,1345,7,6
5594,1483,1346,16,6
5595,1483,1345,23,4
5596,1484,1496,0,9
5597,1484,590,12,3
5598,1484,1496,18,5
5599,1485,1594,0,13
5600,1485,1544,14,3
5601,1485,1543,20,4
5602,1486,805,0,12
5603,1486,556,14,2
5604,1486,805,19,5
5605,1487,979,0,1
5606,1487,980,4,8
5607,1487,1027,15,3
5608,1487,980,21,2
5609,1488,855,0,6
5610,1488,805,9,6
5611,1488,855,18,4
5612,1488,854,23,6
5613,1489,843,0,5
5614,1489,842,8,8
5615,1489,1333,19,7
5616,1490,1345,0,6
5617,1490,1345,7,6
5618,1490,1344,15,7
5619,1490,1192,23,3
5620,1491,805,0,7
5621,1491,1465,8,5
5622,1491,1583,16,2
5623,1491,1545,19,3
5624,1491,1595,23,2
5625,1492,855,0,13
5626,1492,756,16,2
5627,1492,855,21,2
5628,1493,755,10,8
5629,1493,1006,19,2
5630,1493,1578,22,1
5631,1494,656,0,11
5632,1494,705,14,2
5633,1494,1496,19,4
5634,1495,1445,6,3
5635,1495,1496,12,3
5636,1495,1495,17,6
5637,1496,804,0,9
5638,1496,705,12,3
5639,1496,804,18,4
5640,1496,1443,23,4
5641,1497,1546,0,12
5642,1497,1395,15,2
5643,1497,1495,20,3
5644,1498,1546,0,8
5645,1498,1446,11,3
5646,1498,1496,16,4
5647,1498,1546,22,2
5648,1499,1362,0,6
5649,1499,1363,9,3
5650,1499,1362,14,6
5651,1499,1363,21,2
5652,1500,904,0,3
5653,1500,555,5,4
5654,1500,1495,12,3
5655,1500,1496,17,5
5656,1500,1495,23,2
5657,1501,804,0,13
5658,1501,1007,14,2
5659,1501,755,17,5
5660,1501,806,23,3
5661,1502,1518,0,7
5662,1502,1517,10,3
5663,1502,1518,16,8
5664,1503,1496,0,8
5665,1503,1497,11,4
5666,1503,1496,18,6
5667,1504,1263,7,10
5668,1504,1314,18,2
5669,1504,1263,21,2
5670,1505,1445,0,8
5671,1505,2040,11,3
5672,1505,1445,17,4
5673,1505,1345,22,2
5674,1506,1444,3,11
5675,1506,1440,16,2
5676,1506,1445,21,3
5677,1507,1496,0,12
5678,1507,1695,13,2
5679,1507,1496,17,5
5680,1507,1545,23,3
5681,1508,1294,0,9
5682,1508,1344,10,4
5683,1508,1343,14,4
5684,1508,1344,19,3
5685,1508,1345,23,5
5686,1509,805,0,7
5687,1509,1465,8,3
5688,1509,1546,14,3
5689,1509,1544,18,3
5690,1509,1546,22,2
5691,1510,1782,0,1
5692,1510,1730,4,7
5693,1510,1781,13,6
5694,1510,1730,20,2
5695,1510,1781,23,5
5696,1511,855,1,8
5697,1511,1493,12,3
5698,1511,855,18,3
5699,1511,755,22,1
5700,1512,1496,4,4
5701,1512,1446,11,4
5702,1512,1496,18,6
5703,1513,1007,0,11
5704,1513,1595,14,2
5705,1513,994,18,3
5706,1513,843,22,2
5707,1514,1108,0,8
5708,1514,1109,11,4
5709,1514,1159,16,2
5710,1514,1109,19,4
5711,1515,1885,0,7
5712,1515,1546,10,4
5713,1515,1546,16,7
5714,1516,1446,1,6
5715,1516,1496,9,6
5716,1516,1446,18,4
5717,1516,1395,23,3
5718,1517,1345,0,8
5719,1517,1346,11,4
5720,1517,1394,18,4
5721,1517,1446,23,2
5722,1518,1496,0,5
5723,1518,1344,8,5
5724,1518,566,15,4
5725,1518,1243,20,2
5726,1518,1595,23,3
5727,1519,1496,0,6
5728,1519,1495,8,6
5729,1519,1496,16,6
5730,1519,1495,23,2
5731,1520,1345,0,6
5732,1520,1344,9,6
5733,1520,1345,18,3
5734,1520,1344,22,2
5735,1521,1517,0,8
5736,1521,1518,11,5
5737,1521,1517,19,2
5738,1521,1518,22,2
5739,1522,1497,0,19
5740,1522,1496,20,2
5741,1522,1446,23,2
5742,1523,1446,0,9
5743,1523,1496,11,4
5744,1523,1446,17,5
5745,1523,1497,23,3
5746,1524,1577,0,9
5747,1524,1496,12,4
5748,1524,1497,19,3
5749,1524,1496,23,4
5750,1525,841,0,6
5751,1525,1263,9,9
5752,1525,841,21,2
5753,1526,1363,0,5
5754,1526,1366,8,7
5755,1526,1362,16,3
5756,1526,805,21,3
5757,1527,805,0,6
5758,1527,804,9,5
5759,1527,806,16,4
5760,1527,805,21,2
5761,1528,1496,0,15
5762,1528,1546,18,2
5763,1528,1496,21,3
5764,1529,1518,0,12
5765,1529,1517,14,3
5766,1529,1518,20,5
5767,1530,1546,0,16
5768,1530,1496,19,2
5769,1530,1546,22,1
5770,1531,1496,0,2
5771,1531,1594,5,6
5772,1531,1595,13,5
5773,1531,1489,21,3
5774,1532,1626,5,2
5775,1532,1576,10,4
5776,1532,1515,17,4
5777,1532,1567,22,2
5778,1533,805,0,5
5779,1533,804,8,5
5780,1533,854,16,5
5781,1533,855,22,1
5782,1534,1385,0,4
5783,1534,1523,7,9
5784,1534,1573,17,5
5785,1534,1524,23,3
5786,1535,1495,0,8
5787,1535,1696,11,5
5788,1535,1697,18,3
5789,1535,1593,22,1
5790,1536,1446,0,7
5791,1536,1496,10,4
5792,1536,1446,17,6
5793,1537,1496,0,14
5794,1537,1495,15,3
5795,1537,1496,19,4
5796,1538,1497,0,9
5797,1538,1496,12,4
5798,1538,1496,18,3
5799,1538,1544,22,2
5800,1539,1472,8,2
5801,1539,1374,13,4
5802,1539,1285,20,5
5803,1540,1496,0,13
5804,1540,1545,16,3
5805,1540,1545,20,3
5806,1541,1394,0,5
5807,1541,1344,7,6
5808,1541,1394,15,5
5809,1541,1192,21,2
5810,1542,1496,3,13
5811,1542,1546,19,2
5812,1542,1547,22,1
5813,1543,1496,0,2
5814,1543,1396,5,6
5815,1543,1936,13,4
5816,1543,1495,20,3
5817,1544,1495,0,5
5818,1544,1496,7,6
5819,1544,1495,15,6
5820,1544,1496,22,1
5821,1545,1497,1,5
5822,1545,1496,9,6
5823,1545,1447,18,3
5824,1545,1496,22,2
5825,1546,1396,1,1
5826,1546,1545,4,4
5827,1546,1495,11,9
5828,1546,1496,21,2
5829,1547,1497,0,17
5830,1547,1496,19,2
5831,1547,1497,22,1
5832,1548,1496,0,6
5833,1548,1497,9,5
5834,1548,1496,17,5
5835,1548,1547,23,3
5836,1549,1496,0,12
5837,1549,1447,14,3
5838,1549,1497,20,5
5839,1550,1417,0,5
5840,1550,885,7,5
5841,1550,1447,15,3
5842,1550,1397,21,2
5843,1551,1545,0,12
5844,1551,1544,15,2
5845,1551,1545,20,3
5846,1552,805,0,8
5847,1552,904,11,3
5848,1552,855,17,4
5849,1552,854,22,1
5850,1553,804,0,8
5851,1553,805,11,3
5852,1553,804,17,7
5853,1554,1548,0,6
5854,1554,1547,9,3
5855,1554,1495,13,6
5856,1554,1496,20,1
5857,1554,1497,22,1
5858,1555,1496,0,8
5859,1555,2037,11,4
5860,1555,1547,18,4
5861,1555,1497,23,5
5862,1556,804,2,7
5863,1556,1007,12,2
5864,1556,804,17,4
5865,1556,854,22,1
5866,1557,804,0,7
5867,1557,555,10,3
5868,1557,656,16,4
5869,1557,1496,21,2
5870,1558,1518,3,4
5871,1558,1517,10,4
5872,1558,1518,17,7
5873,1559,854,2,5
5874,1559,855,10,6
5875,1559,854,19,3
5876,1559,855,23,4
5877,1560,855,0,7
5878,1560,806,10,6
5879,1560,855,19,3
5880,1560,854,23,2
5881,1561,1547,0,8
5882,1561,1546,11,3
5883,1561,1547,17,3
5884,1561,1546,21,2
5885,1562,1496,0,11
5886,1562,1040,14,3
5887,1562,1496,20,4
5888,1563,1544,0,6
5889,1563,1493,9,5
5890,1563,1544,17,3
5891,1563,1493,21,2
5892,1564,903,0,11
5893,1564,403,12,3
5894,1564,903,16,6
5895,1564,403,23,4
5896,1565,1496,0,9
5897,1565,1495,11,3
5898,1565,1496,16,5
5899,1565,1495,22,1
5900,1566,1496,1,4
5901,1566,1497,8,5
5902,1566,1496,16,7
5903,1567,1672,0,9
5904,1567,1676,12,3
5905,1567,1672,17,4
5906,1567,1624,22,1
5907,1568,1447,2,2
5908,1568,1446,5,4
5909,1568,1447,10,5
5910,1568,1446,17,5
5911,1568,1393,23,3
5912,1569,1544,0,6
5913,1569,1443,9,5
5914,1569,1544,16,7
5915,1570,1496,0,9
5916,1570,1548,12,3
5917,1570,1547,18,3
5918,1570,1546,22,1
5919,1571,804,0,9
5920,1571,555,12,2
5921,1571,705,15,4
5922,1571,656,20,2
5923,1571,705,23,3
5924,1572,1497,0,8
5925,1572,994,11,4
5926,1572,965,18,4
5927,1572,904,23,5
5928,1573,1496,0,14
5929,1573,1446,16,3
5930,1573,1496,20,3
5931,1574,1496,0,5
5932,1574,1446,8,5
5933,1574,1496,15,6
5934,1574,1446,22,2
5935,1575,1495,0,5
5936,1575,1548,8,4
5937,1575,1547,15,5
5938,1575,1495,21,1
5939,1575,855,23,5
5940,1576,855,0,18
5941,1576,804,19,2
5942,1576,805,22,2
5943,1577,841,0,5
5944,1577,892,8,4
5945,1577,942,14,2
5946,1577,892,17,5
5947,1577,942,22,2
5948,1578,854,0,13
5949,1578,855,16,3
5950,1578,805,22,2
5951,1579,1495,0,9
5952,1579,1440,10,3
5953,1579,1396,15,5
5954,1579,1496,21,2
5955,1580,855,0,4
5956,1580,904,7,8
5957,1580,855,18,5
5958,1581,1263,0,11
5959,1581,1314,13,3
5960,1581,1263,17,3
5961,1581,1314,21,2
5962,1582,1546,1,6
5963,1582,1496,10,5
5964,1582,1497,18,3
5965,1582,1546,22,2
5966,1583,1496,2,6
5967,1583,1497,11,4
5968,1583,1496,18,6
5969,1584,1446,0,9
5970,1584,1496,11,4
5971,1584,1445,18,5
5972,1585,327,4,1
5973,1585,180,7,4
5974,1585,177,13,3
5975,1585,177,18,1
5976,1585,228,22,1
5977,1586,805,1,5
5978,1586,806,9,4
5979,1586,805,15,6
5980,1586,854,22,1
5981,1587,1393,0,6
5982,1587,1292,7,3
5983,1587,1344,12,6
5984,1587,1294,19,2
5985,1587,1292,22,5
5986,1588,1672,1,2
5987,1588,1528,4,5
5988,1588,1494,12,3
5989,1588,1494,17,4
5990,1588,1495,22,2
5991,1589,1496,0,8
5992,1589,1497,11,4
5993,1589,1445,17,6
5994,1590,1546,0,6
5995,1590,1497,9,5
5996,1590,1546,17,5
5997,1590,1497,23,4
5998,1591,1496,0,7
5999,1591,1497,10,5
6000,1591,1496,18,5
6001,1592,1496,0,6
6002,1592,1397,9,5
6003,1592,1397,16,4
6004,1592,1447,21,2
6005,1593,755,2,1
6006,1593,555,6,2
6007,1593,555,10,2
6008,1593,755,15,3
6009,1593,705,20,3
6010,1594,964,0,13
6011,1594,963,13,3
6012,1594,964,16,6
6013,1594,963,22,2
6014,1595,1496,0,7
6015,1595,1446,9,4
6016,1595,1496,15,5
6017,1595,1495,21,2
6018,1596,1496,0,7
6019,1596,1446,9,4
6020,1596,1497,16,4
6021,1596,1496,22,3
6022,1597,1497,0,1
6023,1597,1496,4,8
6024,1597,1497,15,4
6025,1597,1546,21,3
6026,1598,1446,1,4
6027,1598,1496,8,7
6028,1598,1446,18,3
6029,1598,1496,22,1
6030,1599,805,0,15
6031,1599,804,18,2
6032,1599,1442,21,2
6033,1600,1545,3,4
6034,1600,1191,10,3
6035,1600,755,16,3
6036,1600,804,20,2
6037,1600,1630,23,2
6038,1601,1497,0,7
6039,1601,1496,10,5
6040,1601,1497,18,4
6041,1601,1547,23,5
6042,1602,854,0,8
6043,1602,905,11,3
6044,1602,855,17,7
6045,1603,1496,0,19
6046,1603,1497,20,2
6047,1603,1496,23,3
6048,1604,854,0,5
6049,1604,854,7,5
6050,1604,805,15,7
6051,1604,854,23,4
6052,1605,1518,1,2
6053,1605,1517,6,3
6054,1605,1518,12,11
6055,1606,1497,0,8
6056,1606,1496,11,4
6057,1606,1497,18,4
6058,1606,1496,23,3
6059,1607,805,0,11
6060,1607,804,14,3
6061,1607,805,19,3
6062,1607,755,23,4
6063,1608,1836,0,4
6064,1608,1635,5,3
6065,1608,1672,9,8
6066,1608,1624,20,2
6067,1608,1625,23,3
6068,1609,1495,0,6
6069,1609,1496,8,6
6070,1609,1547,16,3
6071,1609,1346,22,2
6072,1610,805,0,11
6073,1610,705,14,3
6074,1610,804,20,5
6075,1611,1727,0,12
6076,1611,1497,15,3
6077,1611,1642,19,4
6078,1612,855,0,7
6079,1612,853,10,6
6080,1612,855,19,3
6081,1612,804,23,3
6082,1613,1544,0,2
6083,1613,1594,3,6
6084,1613,1544,11,7
6085,1613,1493,20,2
6086,1613,1494,23,3
